,title,author,year,venue,abstract,container_type,gsrank,num_citations
319,How deep learning is making information security more intelligent,"['A Singla', 'E Bertino']",2019,IEEE Security & Privacy,"Deep-learning techniques have recently been employed to automate security tasks such as  malware analysis, intrusion detection, and botnet  propose improving classifiers by generating  adversarial examples as an intermediate step and learning from them. Many researchers",Publication,320,16
320,Toward a deep learning-based intrusion detection system for IoT against botnet attacks,"['I Idrissi', 'M Boukabous', 'M Azizi']",2021,… Journal of Artificial …,"impact of feature normalization on the adversarial strength and demonstrated its bad influence  to adversarial attacks resisting. Ferrag et al.  Our work here focused on intrusion detection  systems for IoT using four variants of deep learning models, and compared them efficiently to",Publication,321,7
321,Mitigating Evasion Attacks on Machine Learning based NIDS Systems in SDN,"['A Ganesan', 'K Sarac']",2021,2021 IEEE 7th International Conference …,machine learning (ML) algorithms along with the availability of a large number of network  datasets enabled the development of ML-based network intrusion detection systems (NIDS).  Recent work has demonstrated that ML-based NIDS systems are vulnerable to evasion attacks,Publication,322,0
322,Features dimensionality reduction approaches for machine learning based network intrusion detection,"['R Abdulhammed', 'H Musafer', 'A Alessa', 'M Faezipour']",2019,Electronics,"Therefore, it is essential for the machine learning system employed in intrusion detection to  be resilient to adversarial attacks [53]. An approach to quantify the resilience of machine  learning classifiers was introduced in [53]. The association of these factors will be investigated in",Publication,323,104
323,Poisoning attacks on federated learning-based IoT intrusion detection system,"['TD Nguyen', 'P Rieger', 'M Miettinen']",2020,… Decentralized IoT Syst …,"case, the attacker’s goal is to manipulate the global anomaly detection model used for  intrusion detection in a way that adversarial inputs like packet sequences of malicious traffic  from, eg, IoT malware like Mirai malware [2], [23] are incorrectly deemed normal by the detection",Publication,324,19
324,Research on Network Intrusion Detection Technology Based on DCGAN,"['W Chao', 'W Wenhui', 'D Jiahan']",2021,2021 IEEE 5th …,"accuracy of intrusion detection system, a network intrusion detection method based on  deep convolution generative adversarial networks ( The architecture of intrusion detection  system is based on the idea of generative adversarial networks, and the architecture model is",Publication,325,0
325,ANOMALY-BASED INTRUSION DETECTION USING GENERATIVE ADVERSERIAL NETWORKS,['K AYELE'],2021,NA,"So on this study by using generative adversarial learning can be comparison the effect on  the detection efficiency based on the  study is designed to model and increase detection  rate with examine unknown attacks. However, in this study host based intrusion detection",Publication,326,0
326,Adversarial Attack by Inducing Drift in Streaming Data,"['BI Seraphim', 'E Poovammal']",2021,Wireless Personal Communications,"The researchers worked on the intrusion detection in which most of the detection works were  based on KDD datasets, ISCX, and  The intrusion detection in the datasets is made using  machine learning and deep learning techniques. A recent study reveals that intrusion detection",Publication,327,1
327,Deep learning approach combining sparse autoencoder with SVM for network intrusion detection,"['M Al-Qatf', 'Y Lasheng', 'M Al-Habib', 'K Al-Sabahi']",2018,IEEE Access,"In[28], the authors have studied the viability of using the deep autoencoder in anomalies  detection in adaptive intrusion detection system under adversarial contamination. They used  the reconstruction error of the autoencoder as a measure for anomaly detection and the NSL-",Publication,328,187
328,A reliable and energy-efficient classifier combination scheme for intrusion detection in embedded systems,"['E Viegas', 'A Santin', 'L Oliveira', 'A Franca', 'R Jasinski']",2018,Computers & …,This paper presents an anomaly-based method for network intrusion detection in embedded  systems. The proposed method maintains the  The baseline scenario was used to obtain the  rejection range thresholds and the attack models; the other scenarios were used to evaluate,Publication,329,16
329,A machine learning based two-stage Wi-Fi network intrusion detection system,"['AA Reyes', 'FD Vaca', 'GA Castro Aguayo', 'Q Niyaz']",2020,Electronics,"intrusion detection system (NIDS) with high accuracy and low detection time is needed. In  this work, we propose a machine learning (ML) based wireless network intrusion detection   An adversarial approach for explainable ai in intrusion detection systems. In Proceedings of the",Publication,330,2
330,Deep reinforcement adversarial learning against botnet evasion attacks,"['G Apruzzese', 'M Andreolini', 'M Marchetti']",2020,… on Network and …,"is not subject to evasion strategies [2], [8]–[11]. In the context of adversarial evasion  attacks against network intrusion detection systems (NIDS) based on ML, we propose a novel  approach that leverages Deep Reinforcement Learning (DRL) to increase the robustness of",Publication,331,9
331,An encoding adversarial network for anomaly detection,"['E Gherbi', 'B Hanczar', 'JC Janodet']",2019,… on Machine Learning,"To do so, we develop a new approach that trains an encoder by adversarial learning. We  assume that we have a large amount of normal data and a small number of anomalies,  which is a  1998) and two standard network intrusion detection databases (KDD’99, NSL-KDD).",Publication,332,6
332,Adversarial Machine Learning for Inferring Augmented Cyber Agility Prediction,"['E Muhati', 'DB Rawat']",2021,IEEE INFOCOM 2021-IEEE Conference …,"Nevertheless, apt and treacherous actors motivated by economic incentives continue to  prevail in circumventing machine learning-based protection tools. Adversarial learning, widely  applied to computer security, especially intrusion detection, has emerged as a new area of",Publication,333,0
333,Using randomness to improve robustness of machine-learning models against evasion attacks,"['F Yang', 'Z Chen']",2018,arXiv preprint arXiv:1808.03601,"Machine learning models have been widely used in security applications such as intrusion  detection, spam filtering, and virus or malware  Experiments on intrusion detection and spam  filtering data show that our approach further improves robustness of random-forest method.",Publication,334,1
334,HML-IDS: A hybrid-multilevel anomaly prediction approach for intrusion detection in SCADA systems,"['IA Khan', 'D Pi', 'ZU Khan', 'Y Hussain', 'A Nawaz']",2019,IEEE Access,"This study makes the following contributions: • An automated multi-level intrusion detection  approach is proposed to detect anomalies in  Sabokrou, ‘‘End-to-end adversarial learning  for intrusion detection in computer networks,’’ 2019, arXiv:1904.11577. [Online]. Available:",Publication,335,47
335,Ant colony optimization and feature selection for intrusion detection,"['T Mehmod', 'HBM Rais']",2016,Advances in machine learning and signal …,One is called signature based intrusion detection method and the second type is called  anomaly based intrusion detection method [3]. Signature based intrusion detection method  also known as misuse based detection method looks for pattern or signature in a data that,Publication,336,30
